rowid,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,manual_tags1,manual_tags2,manual_tags3,manual_tags4,manual_tags5,manual_tags6,manual_tags7,manual_tags8,manual_tags9,manual_tags10,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,OpenDataBadge,OpenMaterialsBadge,PreregisteredBadge,ErratumTag,effective_year,PROpenData,PRPreregistered,PROpenMaterials,DEPreregistered,TCPreregistered,PreregisteredPlus,study_id
11,2ADJ6M5W,journalArticle,2019,"Nave, Gideon; Jung, Wi Hoon; Linnér, Richard Karlsson; Kable, Joseph W; Koellinger, Philipp D",Are Bigger Brains Smarter? Evidence From a Large-Scale Preregistered Study,Psychological Science,NA,0956-7976,10.1177/0956797618808470,https://journals.sagepub.com/doi/10.1177/0956797618808470,"A positive relationship between brain volume and intelligence has been suspected since the 19th century, and empirical studies seem to support this hypothesis. However, this claim is controversial because of concerns about publication bias and the lack of systematic control for critical confounding factors (e.g., height, population structure). We conducted a preregistered study of the relationship between brain volume and cognitive performance using a new sample of adults from the United Kingdom that is about 70% larger than the combined samples of all previous investigations on this subject (N = 13,608). Our analyses systematically controlled for sex, age, height, socioeconomic status, and population structure, and our analyses were free of publication bias. We found a robust association between total brain volume and fluid intelligence (r = .19), which is consistent with previous findings in the literature after controlling for measurement quality of intelligence in our data. We also found a positive relationship between total brain volume and educational attainment (r = .12). These relationships were mainly driven by gray matter (rather than white matter or fluid volume), and effect sizes were similar for both sexes and across age groups.",2019-01-01,2019-04-06T18:42:13Z,2020-02-11T06:58:16Z,NA,43-54,NA,1,30,NA,Psychol. Sci.,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Zotero,NA,PMID: 30499747,NA,C:\Users\Steve\Zotero\storage\PR2HDW9E\Nave e.a. - Are Bigger Brains Smarter Evidence From a Large-S.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,OSBadgePreregisteredPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,a000011
12,2CQELDPZ,journalArticle,2019,"O’Brien, Ed; Kassirer, Samantha",People Are Slow to Adapt to the Warm Glow of Giving,Psychological Science,NA,"0956-7976, 1467-9280",10.1177/0956797618814145,http://journals.sagepub.com/doi/10.1177/0956797618814145,"People adapt to repeated getting. The happiness we feel from eating the same food, from earning the same income, and from many other experiences quickly decreases as repeated exposure to an identical source of happiness increases. In two preregistered experiments (N = 615), we examined whether people also adapt to repeated giving—the happiness we feel from helping other people rather than ourselves. In Experiment 1, participants spent a windfall for 5 days ($5.00 per day on the same item) on themselves or another person (the same one each day). In Experiment 2, participants won money in 10 rounds of a game ($0.05 per round) for themselves or a charity of their choice (the same one each round). Although getting elicited standard adaptation (happiness significantly declined), giving did not grow old (happiness did not significantly decline; Experiment 1) and grew old more slowly than equivalent getting (happiness declined at about half the rate; Experiment 2). Past research suggests that people are inevitably quick to adapt in the absence of change. These findings suggest otherwise: The happiness we get from giving appears to sustain itself.",2019-02,2019-04-06T18:46:48Z,2019-04-06T18:48:20Z,2019-04-06T18:46:48Z,193-204,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Crossref,NA,NA,NA,C:\Users\Steve\Zotero\storage\4QB7UC97\O’Brien en Kassirer - 2019 - People Are Slow to Adapt to the Warm Glow of Givin.pdf,NA,OSBadgeOpenData,OSBadgePreregistered,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000012
13,2CR9ZTGL,journalArticle,2015,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy,Psychological Science,NA,0956-7976,10.1177/0956797614561266,https://doi.org/10.1177/0956797614561266,"Long time horizons and social distance are viewed as key psychological barriers to proenvironmental action, particularly regarding climate change. We suggest that these challenges can be turned into opportunities by making salient long-term goals and motives, thus shifting preferences between the present self and future others. We tested whether individuals’ motivation to leave a positive legacy can be leveraged to increase engagement with climate change and other environmental problems. In a pilot study, we found that individual differences in legacy motivation were positively associated with proenvironmental behaviors and intentions. In a subsequent experiment, we demonstrated that priming legacy motives increased donations to an environmental charity, proenvironmental intentions, and climate-change beliefs. Domain-general legacy motives represent a previously understudied and powerful mechanism for promoting proenvironmental behavior.",2015-02-01,2018-03-20T05:04:31Z,2018-03-20T05:04:43Z,2018-03-20T05:04:31Z,231-236,NA,2,26,NA,Psychol Sci,How Will I Be Remembered?,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\EVER8J9N\Zaval et al. - 2015 - How Will I Be Remembered Conserving the Environme.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000013
14,2DNLWGT9,journalArticle,2018,"Jeong, Young-Hun; Choi, Jung-Hyun; Lee, Dohyun; Kim, Sangjune; Kim, Kyong-Tai",Vaccinia-related kinase 2 modulates role of dysbindin by regulating protein stability,Journal of Neurochemistry,NA,0022-3042,10.1111/jnc.14562,https://onlinelibrary.wiley.com/doi/10.1111/jnc.14562,"Abstract Vaccinia-related kinase 2 (VRK2) is a serine/threonine kinase that belongs to the casein kinase 1 family. VRK2 has long been known for its relationship with neurodegenerative disorders such as schizophrenia. However, the role of VRK2 and the substrates associated with it are unknown. Dysbindin is known as one of the strong risk factors for schizophrenia. The expression of dysbindin is indeed significantly reduced in schizophrenia patients. Moreover, dysbindin is involved in neurite outgrowth and regulation of NMDA receptor signaling. Here, we first identified dysbindin as a novel interacting protein of VRK2 through immunoprecipitation. We hypothesized that dysbindin is phosphorylated by VRK2 and further that this phosphorylation plays an important role in the function of dysbindin. We show that VRK2 phosphorylates Ser 297 and Ser 299 of dysbindin using in vitro kinase assay. In addition, we found that VRK2-mediated phosphorylation of dysbindin enhanced ubiquitination of dysbindin and consequently resulted in the decrease in its protein stability through western blotting. Over-expression of VRK2 in human neuroblastoma (SH-SY5Y) cells reduced neurite outgrowth induced by retinoic acid. Furthermore, a phosphomimetic mutant of dysbindin alleviated neurite outgrowth and affected surface expression of N-methyl-d-aspartate 2A, a subunit of NMDA receptor in mouse hippocampal neurons. Together, our work reveals the regulation of dysbindin by VRK2, providing the association of these two proteins, which are commonly implicated in schizophrenia. Open science badges This article has received a badge for *Open Materials* because it provided all relevant information to reproduce the study in the manuscript. The complete Open Science Disclosure form for this article can be found at the end of the article. More information about the Open Practices badges can be found at https://cos.io/our-services/open-science-badges/.",2018-12-01,2019-04-03T12:38:10Z,2019-04-03T12:40:08Z,2019-04-03T12:38:10Z,609-625,NA,5,147,NA,Journal of Neurochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,onlinelibrary.wiley.com (Atypon),NA,NA,NA,C:\Users\Steve\Zotero\storage\DV75YKIV\Jeong et al. - 2018 - Vaccinia-related kinase 2 modulates role of dysbin.pdf; C:\Users\Steve\Zotero\storage\294L9BVK\jnc.html,NA,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,dysbindin; neurite outgrowth; NR2A surface expression; phosphorylation; protein stability; VRK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000014
15,2F5GQZFM,journalArticle,2016,Robenalt Clarice; Goldberg Adele E.,Nonnative Speakers Do Not Take Competing Alternative Expressions Into Account the Way Native Speakers Do,Language Learning,NA,0023-8333,10.1111/lang.12149,http://onlinelibrary.wiley.com/doi/abs/10.1111/lang.12149,"When native speakers judge the acceptability of novel sentences, they appear to implicitly take competing formulations into account, judging novel sentences with a readily available alternative formulation to be less acceptable than novel sentences with no competing alternative. Moreover, novel sentences with a competing alternative are more strongly dispreferred when they contain high? compared to low?frequency verbs. We replicate these findings with a group of native speakers and extend the paradigm to second language (L2) users. Previous work has found that compared to native speakers, L2 users are less able to generate online expectations during language processing, implying a reduced ability to differentiate between novel sentences with and without a competing alternative. We test this prediction and confirm that, while L2 speakers learn from positive exemplars, they show no evidence of taking competing grammatical alternatives into account, except at the highest quartile of speaking proficiency, where L2 judgments align with native speaker judgments.",2016-01-21,2018-04-04T01:01:53Z,2018-04-04T01:02:07Z,2018-04-04T01:01:53Z,60-93,NA,1,66,NA,Language Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au (Atypon),NA,NA,NA,C:\Users\Steve\Zotero\storage\48SCQARU\Robenalt Clarice and Goldberg Adele E. - 2016 - Nonnative Speakers Do Not Take Competing Alternati.pdf; C:\Users\Steve\Zotero\storage\9MDCCP64\lang.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,prediction; second language; argument structure; discourse; indirect negative evidence; syntax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000015
16,2FBLTC9D,journalArticle,2019,"Wilson, Corinne S.; Bach, Martin D.; Ashkavand, Zahra; Norman, Kenneth R.; Martino, Nina; Adam, Alejandro P.; Mongin, Alexander A.",Metabolic constraints of swelling-activated glutamate release in astrocytes and their implication for ischemic tissue damage,Journal of Neurochemistry,NA,1471-4159,10.1111/jnc.14711,http://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.14711,"Volume-regulated anion channel (VRAC) is a glutamate-permeable channel that is activated by physiological and pathological cell swelling and promotes ischemic brain damage. However, because VRAC opening requires cytosolic ATP, it is not clear if and how its activity is sustained in the metabolically compromised CNS. In the present study, we used cultured astrocytes – the cell type which shows prominent swelling in stroke – to model how metabolic stress and changes in gene expression may impact VRAC function in the ischemic and post-ischemic brain. The metabolic state of primary rat astrocytes was modified with chemical inhibitors and examined using luciferin–luciferase ATP assays and a Seahorse analyzer. Swelling-activated glutamate release was quantified with the radiotracer D-[3H]aspartate. The specific contribution of VRAC to swelling-activated glutamate efflux was validated by RNAi knockdown of the essential subunit, leucine-rich repeat-containing 8A (LRRC8A); expression levels of VRAC components were measured with qRT-PCR. Using this methodology, we found that complete metabolic inhibition with the glycolysis blocker 2-deoxy-D-glucose and the mitochondrial poison sodium cyanide reduced astrocytic ATP levels by > 90% and abolished glutamate release from swollen cells (via VRAC). When only mitochondrial respiration was inhibited by cyanide or rotenone, the intracellular ATP levels and VRAC activity were largely preserved. Bypassing glycolysis by providing the mitochondrial substrates pyruvate and/or glutamine led to partial recovery of ATP levels and VRAC activity. Unexpectedly, the metabolic block of VRAC was overridden when ATP-depleted cells were exposed to extreme cell swelling (≥ 50% reduction in medium osmolarity). Twenty-four hour anoxic adaptation caused a moderate reduction in the expression levels of the VRAC component LRRC8A, but no significant changes in VRAC activity. Overall, our findings suggest that (i) astrocytic VRAC activity and metabolism can be sustained by low levels of glucose and (ii) the inhibitory influence of diminishing ATP levels and the stimulatory effect of cellular swelling are the two major factors that govern VRAC activity in the ischemic brain.",2019,2020-02-06T02:40:54Z,2020-02-06T02:41:17Z,2020-02-06T02:40:54Z,255-272,NA,2,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,© 2019 International Society for Neurochemistry,NA,NA,NA,Wiley Online Library,NA,NA,NA,C:\Users\Steve\Zotero\storage\9UFBBHYK\Wilson et al. - 2019 - Metabolic constraints of swelling-activated glutam.pdf; C:\Users\Steve\Zotero\storage\SHJAG3NR\jnc.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,cerebral ischemia; LRRC8; metabolic inhibition; stroke; volume-regulated anion channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000016
17,2FEQ7WF7,journalArticle,2019,"Walasek, Lukasz; Juanchich, Marie; Sirota, Miroslav",Adaptive cooperation in the face of social exclusion,Journal of Experimental Social Psychology,NA,0022-1031,10.1016/j.jesp.2018.11.005,http://www.sciencedirect.com/science/article/pii/S0022103118301240,"The extent to which socially excluded individuals are willing to collaborate with others is an important theoretical and practical question. We consider four contrasting predictions based on the existing psychological literature. The first two are derived from the need-threat literature: Following social rejection individuals may withdraw from cooperative interaction in general (aggression hypothesis), or cooperate more in general (reconnection hypothesis). Alternatively, performance of the excluded individuals in cooperative tasks may worsen reflecting reduced ability to deliberate (cognitive depletion hypothesis). Finally, excluded individuals may cooperate less with those who rejected them (revenge hypothesis). We tested these hypotheses in three incentivized experiments. In each, we first varied whether participants were excluded or included in a virtual ball-passing game. In the second part, participants entered a two-player investment game, in which their earnings were partly dependent on the cooperativeness of their partner. We varied how cooperative the co-player was, and measured whether our participants were willing to cooperate or not. All participants entered the game twice, once with an unknown player, and once with a person who they previously encountered during the ball-passing task. Our findings were consistent with the revenge hypothesis – excluded participants were less cooperative when they were paired with the individual who previously excluded them. Interactions with unknown players were unaffected – excluded and included participants were equally cooperative. We propose a straightforward explanation of our findings: People do not like to cooperate with those who previously rejected them, but the experience of rejection does not have broad implications for people's overall willingness to cooperate.",2019-05-01,2020-02-04T03:31:59Z,2020-02-04T03:32:28Z,2020-02-04T03:31:59Z,35-46,NA,NA,82,NA,Journal of Experimental Social Psychology,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,ScienceDirect,NA,NA,NA,C:\Users\Steve\Zotero\storage\22MTDQ9Y\Walasek et al. - 2019 - Adaptive cooperation in the face of social exclusi.pdf; C:\Users\Steve\Zotero\storage\PD9SMN58\S0022103118301240.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,Aggression; Trust; Cooperation; Group dynamics; Ostracism; Psychological need; Social exclusion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000017
18,2GF7NF5H,journalArticle,2018,"Devitt, Aleea L.; Schacter, Daniel L.",An Optimistic Outlook Creates a Rosy Past: The Impact of Episodic Simulation on Subsequent Memory,Psychological Science,NA,"0956-7976, 1467-9280",10.1177/0956797617753936,http://journals.sagepub.com/doi/10.1177/0956797617753936,"People frequently engage in future thinking in everyday life, but it is unknown how simulating an event in advance changes how that event is remembered once it takes place. To initiate study of this important topic, we conducted two experiments in which participants simulated emotional events before learning the hypothetical outcome of each event via narratives. Memory was assessed for emotional details contained in those narratives. Positive simulation resulted in a liberal response bias for positive information and a conservative bias for negative information. Events preceded by positive simulation were considered more favorably in retrospect. In contrast, negative simulation had no impact on subsequent memory. Results were similar across an immediate and delayed memory test and for past and future simulation. These results provide novel insights into the cognitive consequences of episodic future simulation and build on the optimism-bias literature by showing that adopting a favorable outlook results in a rosy memory.",2018-06,2019-04-06T18:03:28Z,2019-04-06T18:03:34Z,2019-04-06T18:03:28Z,936-946,NA,6,29,NA,NA,An Optimistic Outlook Creates a Rosy Past,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Crossref,NA,NA,NA,C:\Users\Steve\Zotero\storage\JSSDZDXT\Devitt en Schacter - 2018 - An Optimistic Outlook Creates a Rosy Past The Imp.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000018
19,2J3MXHBP,journalArticle,2019,"Fousiani, Kyriaki; Michaelides, Michalis; Dimitropoulou, Panagiota",The effects of ethnic group membership on bullying at school: when do observers dehumanize bullies?,The Journal of Social Psychology,NA,0022-4545,10.1080/00224545.2018.1505709,https://doi.org/10.1080/00224545.2018.1505709,"The purpose of this experiment was to test how ethnic group membership of both the bullies and the victims influence the way that observers attribute human characteristics to bullies. Ethnic group membership was manipulated in terms of bullies’ and victims’ ethnicity (ingroup-majority group versus outgroup-minority group). Furthermore, we examined the mediating role of empathic concern towards the victim and perspective taking of the bully in the relation between ethnic group membership of bullies and victims and attributions of humanness to the bullies. We hypothesized that observers would attribute lower human characteristics to outgroup bullies when bullies inflict harm on an ingroup victim. Moreover, we expected that perspective taking of the bully and empathic concern towards the victim would mediate this relation. Analysis of data from a sample of 293 Greek-Cypriot adolescents fully corroborated our hypotheses. The findings are discussed in terms of the discrimination-based nature of bullying at school.",2019-07-04,2020-02-04T06:38:35Z,2020-02-04T06:38:52Z,2020-02-04T06:38:35Z,431-442,NA,4,159,NA,NA,The effects of ethnic group membership on bullying at school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taylor and Francis+NEJM,NA,PMID: 30142295,NA,C:\Users\Steve\Zotero\storage\XK4DLSW6\Fousiani et al. - 2019 - The effects of ethnic group membership on bullying.pdf; C:\Users\Steve\Zotero\storage\SIZI9Z2L\00224545.2018.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,empathy; Correction; ethnicity; human nature and human uniqueness; humanness - dehumanization; Intergroup bullying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000019
20,2J65WZJ2,journalArticle,2017,"Ellefson, Michelle R.; Ng, Florrie Fei-Yin; Wang, Qian; Hughes, Claire",Efficiency of Executive Function: A Two-Generation Cross-Cultural Comparison of Samples From Hong Kong and the United Kingdom,Psychological Science,NA,0956-7976,10.1177/0956797616687812,https://doi.org/10.1177/0956797616687812,"Although Asian preschoolers acquire executive functions (EFs) earlier than their Western counterparts, little is known about whether this advantage persists into later childhood and adulthood. To address this gap, in the current study we gave four computerized EF tasks (providing measures of inhibition, working memory, cognitive flexibility, and planning) to a large sample (n = 1,427) of 9- to 16-year-olds and their parents. All participants lived in either the United Kingdom or Hong Kong. Our findings highlight the importance of combining developmental and cultural perspectives and show both similarities and contrasts across sites. Specifically, adults’ EF performance did not differ between the two sites; age-related changes in executive function for both the children and the parents appeared to be culturally invariant, as did a modest intergenerational correlation. In contrast, school-age children and young adolescents in Hong Kong outperformed their United Kingdom counterparts on all four EF tasks, a difference consistent with previous findings from preschool children.",2017-05-01,2018-03-20T00:32:46Z,2018-03-20T00:32:57Z,2018-03-20T00:32:46Z,555-566,NA,5,28,NA,Psychol Sci,Efficiency of Executive Function,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\KIZZKP6G\Ellefson et al. - 2017 - Efficiency of Executive Function A Two-Generation.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000020
